Unnamed: 0,Synergy,Win_Rate,Win_Rate_Without_Card,P-Value
49,Goblin Gang,0.5327809798270894,0.5015092329545454,0.020904002063304648
93,Tesla,0.5302218821729151,0.5009695901278096,0.03793379447688689
57,Firecracker,0.5222662048490846,0.5015520647163955,0.06477761448642728
105,Zap,0.5201107548819586,0.5043921483570112,0.06765861966630675
28,Minions,0.52566653402308,0.5003290772673423,0.0754220970062248
102,Goblin Drill,0.696969696969697,0.4980016619840924,0.13241494149578034
58,Skeleton Army,0.5153415154749199,0.5032569631626236,0.14147003611975187
14,Goblins,0.5321390937829295,0.4989119277355779,0.15450677914605407
101,Inferno Dragon,0.5205552589428724,0.4992104476974948,0.20242845276805094
65,Royal Ghost,0.5443037974683544,0.4984142277891525,0.22597682463473656
96,Knight,0.5151715039577837,0.499506106321839,0.23738002142218578
55,P.E.K.K.A,0.51625,0.4992141110723018,0.248156861201834
84,Archers,0.5183512140033879,0.4989589087664131,0.26736997550872105
15,Dark Prince,0.5237633365664404,0.4986610637333662,0.2707350774327113
24,Bomber,0.5198675496688742,0.4986304780876494,0.30896113216686427
61,Mini P.E.K.K.A,0.5095579450418161,0.4995562567794103,0.3281276867048874
47,Earthquake,0.5209988649262202,0.4984236170822585,0.3652303048568273
10,Executioner,0.5121042830540037,0.4986612541026084,0.3928620935334558
2,Arrows,0.5075757575757576,0.4991956565453448,0.39763036882534475
12,Valkyrie,0.5065848999698401,0.50055349352087,0.4028021146006098
54,The Log,0.5059104106180008,0.5,0.4199785425759207
104,Elite Barbarians,0.5087142387372575,0.4986300139244486,0.4416693191892015
71,Goblin Barrel,0.5066218204750893,0.4987589429113739,0.46041009851681747
51,Electro Wizard,0.5059177964278029,0.4985719126688289,0.49358627650566655
103,Lightning,0.5186915887850467,0.4981753304679264,0.5029387388572699
87,Mega Knight,0.5038759689922481,0.4982447083118224,0.5568821407008728
98,Inferno Tower,0.5070422535211268,0.4982855635660277,0.5569110811095963
41,Fire Spirit,0.5119161105815062,0.4981653267367553,0.5702603606298883
48,Ice Wizard,0.5133418043202033,0.4981033568544275,0.5791955016729243
26,Wizard,0.5024038461538461,0.4978060552874067,0.5904816136349973
1,Witch,0.5028581965701641,0.4979125798501081,0.6175623089655933
53,Prince,0.5070960698689956,0.4981254260395364,0.6201615980163611
89,Poison,0.5127840909090909,0.4980487804878049,0.6314175530824024
42,Hunter,0.5186335403726708,0.497958530141702,0.636267928078424
30,Lava Hound,0.6,0.4978053699236822,0.7152491865522348
56,Tornado,0.507361268403171,0.4979321076123009,0.7390211561865252
88,Freeze,0.504406779661017,0.4978807335599479,0.7403366643237002
97,Sparky,0.511727078891258,0.4979263136702235,0.7440232962977336
5,Zappies,0.53125,0.4978578229133608,0.7727220400442464
67,Giant Skeleton,0.5047169811320755,0.4978551394159379,0.794382179461637
31,Bandit,0.5029985007496252,0.4977889027951606,0.8162887083296575
9,Lumberjack,0.5022590361445783,0.4977477477477477,0.8461464162138728
106,Goblin Giant,0.5168539325842697,0.4977989292088043,0.8808310449849094
78,Tombstone,0.5059952038369304,0.4978101016595009,0.8898371572702294
13,Fireball,0.4963513161323951,0.4951786727169597,0.8972353690453185
39,Cannon Cart,0.512,0.4977957821994519,0.8993399845325686
92,Bowler,0.5010224948875256,0.4977231513197662,0.9490075856916214
85,Magic Archer,0.4992050874403815,0.4975879564168676,0.9681945261808269
19,Goblin Hut,0.4978102189781022,0.4976237865063568,1.0
91,Monk,0.5217391304347826,0.4977828806714704,1.0
99,Princess,0.4972720187061574,0.4971853285249362,1.0
80,Battle Healer,0.52,0.497764943233514,1.0
50,Elixir Collector,0.5068493150684932,0.4977606912131901,1.0
36,Goblin Cage,0.5045045045045045,0.4977573135394753,1.0
