Unnamed: 0,Synergy,Win_Rate,Win_Rate_Without_Card,P-Value
48,Earthquake,0.6268656716417911,0.5126473124461052,0.22228405354446645
0,Mega Minion,0.5915492957746479,0.5123669830313489,0.39906634166783506
106,Goblin Giant,0.6,0.5119541875447388,0.500480863314603
85,Archers,0.5454545454545454,0.5134376845835794,0.5329739545930908
43,Hunter,0.5564516129032258,0.5125344153021302,0.6105112066771272
29,Minions,0.5330188679245284,0.5141645205271929,0.6303049218630881
5,Zappies,0.5609756097560976,0.5121705314705459,0.6385118006308053
100,Ice Golem,0.5436893203883495,0.5121352210343831,0.7801164650906108
68,Giant Skeleton,0.5265700483091788,0.5136893057026168,0.78081745614961
91,Monk,0.5625,0.5116545116545117,0.8024782052053554
102,Goblin Drill,0.5396825396825397,0.5117782246480896,0.8584272902604018
24,Bomber,0.5246478873239436,0.5128319240468773,0.8666129321374574
14,Goblins,0.5303030303030303,0.5121137385753664,0.9019337999664349
105,Zap,0.5256111757857974,0.5232711513095911,0.9183746950297778
4,Flying Machine,0.5204081632653061,0.5117655550743467,1.0
77,Heal Spirit,0.5142857142857142,0.5114449213161659,1.0
