Unnamed: 0,Synergy,Win_Rate,Win_Rate_Without_Card,P-Value
105,Zap,0.5304998032270759,0.496058091286307,0.014620419776117456
54,The Log,0.5255298651252408,0.4917691579943236,0.032194967996691706
61,Mini P.E.K.K.A,0.534965034965035,0.4909120154415313,0.0404134674739947
51,Electro Wizard,0.5154377043225572,0.48828125,0.04609120483502475
87,Mega Knight,0.5193936691930451,0.4896443923407581,0.048736887076965676
89,Poison,0.5477386934673367,0.489946777054997,0.04892388002640901
55,P.E.K.K.A,0.5201342281879194,0.4891440875650457,0.0709008772863011
58,Skeleton Army,0.5203438395415473,0.4891381766381766,0.07275297059201011
13,Fireball,0.5225537820957669,0.4891891891891892,0.07992858797785717
57,Firecracker,0.5281837160751566,0.489145712947056,0.09994073123181925
69,Bats,0.5233730522456462,0.4886762360446571,0.11312732625728635
15,Dark Prince,0.5328467153284672,0.4889155182744158,0.1170279536666703
39,Cannon Cart,0.6039603960396039,0.4881542699724518,0.12016128793258193
53,Prince,0.5291073738680466,0.4887674559805707,0.12695455488063073
18,Miner,0.54292343387471,0.4887445887445887,0.13376024947581194
27,Wizard,0.5107991360691144,0.4861136322381557,0.13919390539934381
65,Royal Ghost,0.5210420841683366,0.4881345277384881,0.15197933259168472
0,Mega Minion,0.5793103448275863,0.488220620842572,0.15774628006822639
22,Ram Rider,0.5345528455284553,0.4884262629203668,0.16061103169645796
49,Goblin Gang,0.527027027027027,0.4882748319641523,0.1706413247644737
99,Princess,0.5216426193118757,0.4880804953560371,0.1718189615934387
12,Valkyrie,0.5098039215686274,0.4858716900657544,0.17431069809127087
48,Ice Wizard,0.5503875968992248,0.4882444037730536,0.18627822464891833
63,Battle Ram,0.5188470066518847,0.4876915931258709,0.20358336954277137
29,Minions,0.5211062590975255,0.4877135151333533,0.23520050165249362
85,Magic Archer,0.5100931677018633,0.4862506174872386,0.237136461772794
74,Bomb Tower,0.6578947368421053,0.4876416769083709,0.24523170148858386
9,Lumberjack,0.5220228384991843,0.4877000592768227,0.2532688118129053
101,Inferno Dragon,0.5154028436018957,0.4871873561454657,0.26287333079551806
41,Fire Spirit,0.542713567839196,0.4877129293493437,0.31587755580556787
26,Night Witch,0.57,0.4876738741220217,0.32132621344694345
103,Lightning,0.5392156862745098,0.48763448372223,0.32195661899548605
75,Baby Dragon,0.510230179028133,0.486548107615139,0.36266124689633983
25,Hog Rider,0.5029985007496252,0.4846523975443836,0.3731289766393233
81,Dart Goblin,0.5109289617486339,0.4866495700709006,0.3742140311060782
44,Skeleton Barrel,0.5336538461538461,0.4874877673703341,0.3774060338878271
71,Goblin Barrel,0.5041246562786434,0.4853269537480064,0.39179593862674034
82,Musketeer,0.5145067698259188,0.4869959088252484,0.41876652564759376
2,Arrows,0.4988962472406181,0.483672109296901,0.4428634690443112
32,Rocket,0.5275229357798165,0.4873302533949321,0.4434778336708519
5,Zappies,0.5789473684210527,0.4874041621029573,0.4525801919092951
1,Witch,0.4988540870893812,0.4838070059484468,0.4576090616168784
36,Goblin Cage,0.6111111111111112,0.4873720136518771,0.4770866211047763
20,Electro Dragon,0.5692307692307692,0.4873903508771929,0.48206898493783235
40,Giant,0.5571428571428572,0.4873131257714991,0.4985676390623951
3,Rascals,0.5616438356164384,0.4873765093304061,0.5072787494764968
33,Wall Breakers,0.5098468271334792,0.4866743916570104,0.5082612396003875
104,Elite Barbarians,0.5016465422612514,0.4852713178294573,0.5118069350893925
66,Ice Spirit,0.5263157894736842,0.4872044506258692,0.5163835768522083
52,Golden Knight,0.5232558139534884,0.4871331200445124,0.5897486399912197
68,Golem,0.5309734513274337,0.4871688741721854,0.5945629301122112
88,Freeze,0.5135135135135135,0.4869050971557307,0.5980201783506198
64,Spear Goblins,0.5299145299145299,0.4871617890668139,0.6009375206479314
67,Giant Skeleton,0.5159817351598174,0.4869784374124895,0.6327758592568056
50,Elixir Collector,0.5316455696202531,0.487091458390552,0.6330968097361537
19,Goblin Hut,0.5151515151515151,0.4869371873262924,0.6596579206304003
83,Barbarian Hut,0.6363636363636364,0.4870748299319727,0.6699214098594903
17,Minion Horde,0.4969788519637462,0.4852963128825198,0.7003722438460684
98,Inferno Tower,0.5013550135501355,0.4862700228832952,0.7127696778753632
79,Skeleton Dragons,0.625,0.4871341048332199,0.7223934721942934
90,Three Musketeers,0.5277777777777778,0.4870352586088626,0.7388584110854963
96,Knight,0.4989561586638831,0.4859052600988084,0.7466044854667744
31,Lava Hound,0.5714285714285714,0.4870572207084468,0.7578617967687006
94,Skeleton King,0.5176470588235295,0.4869433754810335,0.7590062685283973
78,Tombstone,0.5151515151515151,0.4869182043514183,0.7762052970938843
8,Royal Giant,0.5145631067961165,0.4869109947643979,0.7804802770694984
97,Sparky,0.5042016806722689,0.4865927277832374,0.7833014415257445
38,Royal Recruits,0.525,0.486955333970769,0.8232521732114229
10,Executioner,0.4925650557620817,0.4852704089110362,0.8548303885573363
30,Archer Queen,0.5131578947368421,0.4868908716540837,0.8711314915971582
23,Barbarian Barrel,0.4933333333333333,0.485828800458059,0.8838482907441914
4,Flying Machine,0.5048543689320388,0.4867732157619179,0.889171075575489
7,Guards,0.4948979591836734,0.4863921842288904,0.9195216466668377
24,Bomber,0.4895833333333333,0.4859324190583911,1.0
102,Goblin Drill,0.5079365079365079,0.4868457111537407,1.0
6,Elixir Golem,0.4948453608247423,0.4866464757709251,1.0
91,Monk,0.5625,0.4869979577944179,1.0
14,Goblins,0.4962962962962963,0.4865762524218101,1.0
43,Electro Spirit,0.4880952380952381,0.4866016215473409,1.0
