Unnamed: 0,Synergy,Win_Rate,Win_Rate_Without_Card,P-Value
72,Goblin Barrel,0.574468085106383,0.5237776289350301,0.13165883971102843
46,Royal Delivery,0.7272727272727273,0.5119394292370414,0.2151523321696016
54,Prince,0.5957446808510638,0.5149321266968325,0.2306347234728338
31,Lava Hound,0.5569620253164557,0.5191114015027769,0.3177554720136823
10,Executioner,0.5753424657534246,0.5141993957703928,0.3471851680043525
15,Dark Prince,0.5816326530612245,0.5131030375223348,0.38935897531310515
0,Mega Minion,0.5533980582524272,0.5166825548141086,0.4199172309088902
106,Goblin Giant,0.6176470588235294,0.5116890707188778,0.4640757467918987
17,Minion Horde,0.59375,0.5123820754716981,0.47685211471487976
59,Skeleton Army,0.5456730769230769,0.5180921052631579,0.487155389202087
27,Wizard,0.5425790754257908,0.5175697865353037,0.5293577076129731
8,Royal Giant,0.5764705882352941,0.5126075348561258,0.5376914377796753
71,Rage,0.5656565656565656,0.5126601131963062,0.5684059979773339
89,Poison,0.5365853658536586,0.5182186234817814,0.6094692880056409
52,Electro Wizard,0.536741214057508,0.5151129494113904,0.6310536708307306
92,Bowler,0.5609756097560976,0.5121517486662714,0.6385118006308053
35,Barbarians,0.547945205479452,0.5129909365558912,0.6390291540461224
18,Miner,0.5358490566037736,0.5142588530241303,0.6636380216839887
23,Barbarian Barrel,0.5320197044334976,0.5194942044257113,0.6879280074955341
4,Flying Machine,0.5447154471544715,0.5124512451245125,0.7015959190540633
104,Elite Barbarians,0.539568345323741,0.5125113053964425,0.7186128755192449
76,Baby Dragon,0.531578947368421,0.5222551928783383,0.7578979111639694
99,Princess,0.5284552845528455,0.5133956386292835,0.7866028065022663
73,Balloon,0.5260869565217391,0.5160213618157543,0.7917972835399276
105,Zap,0.5264026402640264,0.5182456140350877,0.8180743497255096
100,Ice Golem,0.5526315789473685,0.5111176126389702,0.8185050413424368
87,Mega Knight,0.5237020316027088,0.51543312313309,0.8401336505092243
1,Witch,0.5251509054325956,0.5163906725245015,0.8489341451825104
38,Mother Witch,0.543859649122807,0.511326860841424,0.8512081441449845
97,Sparky,0.5423728813559322,0.5113335295849278,0.8537362266701997
62,Mini P.E.K.K.A,0.5213358070500927,0.5162838532739116,0.9029679699772978
79,Skeleton Dragons,0.5294117647058824,0.5120481927710844,0.9033853045530104
2,Arrows,0.5321691176470589,0.5299831081081081,0.9657345103030259
5,Zappies,0.5147058823529411,0.5109208972845336,1.0
91,Monk,0.5714285714285714,0.5107495642068565,1.0
102,Goblin Drill,0.75,0.5107184241019699,1.0
3,Rascals,0.7142857142857143,0.5108727167294868,1.0
70,Bats,0.5155709342560554,0.5127881275655194,1.0
80,Battle Healer,0.5555555555555556,0.5107620709714951,1.0
39,Royal Recruits,0.75,0.5107184241019699,1.0
22,Ram Rider,0.5119047619047619,0.5109727164887308,1.0
56,P.E.K.K.A,0.5196078431372549,0.5123001230012301,1.0
57,Tornado,0.5160714285714286,0.5155386740331491,1.0
20,Electro Dragon,0.5294117647058824,0.510812390414962,1.0
63,Giant Snowball,0.5357142857142857,0.5111764705882353,1.0
66,Royal Ghost,0.5333333333333333,0.5109938434476693,1.0
32,Bandit,0.5151515151515151,0.5111706881143878,1.0
14,Goblins,0.5158730158730159,0.5114114114114114,1.0
81,Dart Goblin,0.5152542372881356,0.51281240113888,1.0
53,Golden Knight,0.5212765957446809,0.5113027959547888,1.0
