Unnamed: 0,Synergy,Win_Rate,Win_Rate_Without_Card,P-Value
28,Cannon,0.8095238095238095,0.4876796714579055,0.05162863153448899
103,Lightning,0.593939393939394,0.4963855421686747,0.09725442843900337
105,Zap,0.5610687022900763,0.4965893587994543,0.16144649454821225
13,Fireball,0.5608308605341247,0.5030395136778115,0.1646405116320802
78,Tombstone,0.5569620253164557,0.5066666666666667,0.1755146407318271
34,Barbarians,0.5806451612903226,0.4902411021814007,0.20289043223572395
0,Mega Minion,0.5461254612546126,0.4917127071823204,0.22877413465046853
12,Valkyrie,0.55,0.4903225806451612,0.2521620556954014
72,Balloon,0.532,0.494949494949495,0.2547845214240611
2,Arrows,0.5267175572519084,0.4904458598726114,0.266048825013085
96,Knight,0.6136363636363636,0.4858044164037854,0.28439320072441343
75,Baby Dragon,0.5369649805447471,0.4878048780487805,0.2896529622318811
79,Skeleton Dragons,0.5570469798657718,0.4881796690307328,0.29654803815166364
29,Minions,0.5394736842105263,0.4876140808344198,0.3027278210739037
86,Clone,0.5619047619047619,0.4865168539325842,0.33344956432823253
101,Inferno Dragon,0.5170454545454546,0.4805598755832037,0.36571036170621374
69,Bats,0.552,0.4862068965517241,0.37553834812918907
11,Phoenix,0.5490196078431373,0.4848824188129899,0.4006103462291327
18,Miner,0.5188284518828452,0.4814814814814814,0.4642766295724904
4,Flying Machine,0.5294117647058824,0.4833729216152019,0.492679714183772
9,Lumberjack,0.5346534653465347,0.4832214765100671,0.5734427654297678
42,Hunter,0.7142857142857143,0.4827935222672064,0.592074592074592
49,Goblin Gang,0.5174825174825175,0.4812206572769953,0.6361775669247722
35,Mighty Miner,0.6153846153846154,0.4826883910386965,0.6950975905236235
50,Elixir Collector,0.6153846153846154,0.4826883910386965,0.6950975905236235
25,Hog Rider,0.6,0.4826530612244898,0.7152491865522348
60,Furnace,0.6,0.4826530612244898,0.7152491865522348
31,Bandit,0.5714285714285714,0.4825462012320328,0.7578617967687006
51,Electro Wizard,0.5176470588235295,0.4813186813186813,0.7590062685283973
19,Goblin Hut,0.5909090909090909,0.4830421377183967,0.7625543976065162
62,Giant Snowball,0.5652173913043478,0.4825102880658436,0.7683106546342373
20,Electro Dragon,0.56,0.4824742268041237,0.7775119850607677
14,Goblins,0.5714285714285714,0.482936918304033,0.7890730109606473
58,Skeleton Army,0.4820717131474104,0.4690860215053763,0.8581472641884655
54,The Log,0.5138888888888888,0.4810400866738895,0.8676323347781927
84,Archers,0.5053763440860215,0.4800443458980044,0.8834038708079496
8,Royal Giant,0.6,0.4818181818181818,1.0
87,Mega Knight,0.5135135135135135,0.4812108559498956,1.0
10,Executioner,0.4827586206896552,0.4803312629399586,1.0
80,Battle Healer,0.6666666666666666,0.4818548387096774,1.0
7,Guards,0.4778761061946903,0.4761904761904761,1.0
94,Skeleton King,0.5,0.4808686659772492,1.0
99,Princess,0.4833333333333333,0.4791443850267379,1.0
3,Rascals,0.5,0.4813695871097684,1.0
1,Witch,0.4936708860759494,0.4792576419213973,1.0
21,Fisherman,0.6,0.4818181818181818,1.0
45,Royal Delivery,1.0,0.4823766364551863,1.0
38,Royal Recruits,0.5,0.4813695871097684,1.0
36,Goblin Cage,0.5555555555555556,0.4820880245649949,1.0
53,Prince,0.5714285714285714,0.4817813765182186,1.0
22,Ram Rider,0.5333333333333333,0.4816326530612245,1.0
63,Battle Ram,1.0,0.4818913480885312,1.0
65,Royal Ghost,0.5,0.4812563323201621,1.0
66,Ice Spirit,0.5454545454545454,0.4817073170731707,1.0
67,Giant Skeleton,0.5454545454545454,0.4817073170731707,1.0
32,Rocket,0.5,0.481025641025641,1.0
106,Goblin Giant,0.5,0.4813695871097684,1.0
